"No.","Time","Source","Destination","Protocol","Length","Info"
"17479","504.514033","Ubiquiti_3b:5c:ed","Apple_c0:9b:75","802.11","227","Probe Response, SN=2717, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17480","504.527084","Ubiquiti_3b:5c:ed","36:7e:0f:b7:08:20","802.11","227","Probe Response, SN=2718, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17481","504.553959","Ubiquiti_3b:5c:ed","36:7e:0f:b7:08:20","802.11","227","Probe Response, SN=2719, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17486","504.734905","ArubaaHe_58:77:62","e6:3f:2d:24:2e:91","802.11","183","Probe Response, SN=3191, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"17489","504.764918","ArubaaHe_58:77:62","fa:1c:23:9d:e0:f7","802.11","183","Probe Response, SN=3193, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"17490","504.819290","ArubaaHe_58:77:63","e6:3f:2d:24:2e:91","802.11","185","Probe Response, SN=2113, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"17491","504.831944","ArubaaHe_58:77:62","fa:1c:23:9d:e0:f7","802.11","183","Probe Response, SN=3198, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"17501","505.364063","Ubiquiti_3b:5c:ed","26:27:51:df:8d:7a","802.11","227","Probe Response, SN=2731, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17503","505.388995","Ubiquiti_3b:5c:ed","26:27:51:df:8d:7a","802.11","227","Probe Response, SN=2732, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17504","505.415042","Ubiquiti_3b:5c:ed","26:27:51:df:8d:7a","802.11","227","Probe Response, SN=2733, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17506","505.449024","Ubiquiti_3b:5c:ed","a6:62:77:40:dc:c3","802.11","227","Probe Response, SN=2735, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17507","505.470443","Ubiquiti_3b:5c:ed","a6:62:77:40:dc:c3","802.11","227","Probe Response, SN=2737, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17510","505.496219","Ubiquiti_3b:5c:ed","a6:62:77:40:dc:c3","802.11","227","Probe Response, SN=2738, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17516","505.655986","ArubaaHe_58:77:63","82:3f:e9:df:1f:79","802.11","185","Probe Response, SN=2117, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"17521","505.810419","Ubiquiti_3b:5c:ed","52:20:54:77:17:e9","802.11","227","Probe Response, SN=2743, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17523","505.865147","Ubiquiti_3b:5c:ed","52:20:54:77:17:e9","802.11","227","Probe Response, SN=2745, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17525","505.900242","Ubiquiti_3b:5c:ed","52:20:54:77:17:e9","802.11","227","Probe Response, SN=2746, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17528","506.017387","Cisco_ca:77:07","92:3c:9b:cd:24:1e","802.11","278","Probe Response, SN=2624, FN=0, Flags=....R..., BI=102, SSID=CHOPIN AIRPORT VIP"
"17531","506.192198","Cisco_2f:15:54","d2:6e:f2:42:42:e9","802.11","274","Probe Response, SN=3649, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"17533","506.228836","Cisco_2f:15:53","d2:6e:f2:42:42:e9","802.11","294","Probe Response, SN=3650, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"17537","506.362292","ArubaaHe_58:77:63","46:c7:30:5a:d1:54","802.11","185","Probe Response, SN=2120, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"17539","506.368858","Ubiquiti_3b:5c:ed","36:dd:fe:18:1b:50","802.11","227","Probe Response, SN=2752, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17540","506.394813","Ubiquiti_3b:5c:ed","36:dd:fe:18:1b:50","802.11","227","Probe Response, SN=2753, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17556","506.961317","Ubiquiti_3b:5c:ed","92:47:a0:6a:4d:ac","802.11","227","Probe Response, SN=2760, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17568","507.508849","Ubiquiti_3b:5c:ed","de:91:7a:d3:76:26","802.11","227","Probe Response, SN=2766, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17570","507.544221","Ubiquiti_3b:5c:ed","de:91:7a:d3:76:26","802.11","227","Probe Response, SN=2767, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17572","507.581201","Ubiquiti_3b:5c:ed","de:91:7a:d3:76:26","802.11","227","Probe Response, SN=2769, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17578","507.827923","Ubiquiti_3b:5c:ed","b2:38:d7:ab:0d:f7","802.11","227","Probe Response, SN=2772, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"17580","507.845395","Ubiquiti_3b:5c:ed","b2:38:d7:ab:0d:f7","802.11","227","Probe Response, SN=2773, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
